country_std,indicator_name,sex,age_group,age_categories,Year,Unemployment,GDP
Laos,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.189,15121.0
Laos,Unemployment rate by sex and age,Male,15-24,Youth,2022,6.796,15121.0
Laos,Unemployment rate by sex and age,Male,25+,Adults,2022,3.708,15121.0
Laos,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.374,15121.0
Latvia,Unemployment rate by sex and age,Female,15-24,Youth,2022,10.145,38045.0
Latvia,Unemployment rate by sex and age,Female,25+,Adults,2022,5.209,38045.0
Latvia,Unemployment rate by sex and age,Female,Under 15,Children,2022,5.508,38045.0
Latvia,Unemployment rate by sex and age,Male,15-24,Youth,2022,19.376,38045.0
Latvia,Unemployment rate by sex and age,Male,25+,Adults,2022,7.186,38045.0
Latvia,Unemployment rate by sex and age,Male,Under 15,Children,2022,8.092,38045.0
Lebanon,Unemployment rate by sex and age,Female,15-24,Youth,2022,22.224,24748.0
Lebanon,Unemployment rate by sex and age,Female,25+,Adults,2022,13.176,24748.0
Lebanon,Unemployment rate by sex and age,Female,Under 15,Children,2022,14.924,24748.0
Lebanon,Unemployment rate by sex and age,Male,15-24,Youth,2022,24.824,24748.0
Lebanon,Unemployment rate by sex and age,Male,25+,Adults,2022,7.244,24748.0
Lebanon,Unemployment rate by sex and age,Male,Under 15,Children,2022,10.276,24748.0
Lesotho,Unemployment rate by sex and age,Female,15-24,Youth,2022,35.154,2275.0
Lesotho,Unemployment rate by sex and age,Female,25+,Adults,2022,15.449,2275.0
Lesotho,Unemployment rate by sex and age,Female,Under 15,Children,2022,18.959,2275.0
Lesotho,Unemployment rate by sex and age,Male,15-24,Youth,2022,17.754,2275.0
Lesotho,Unemployment rate by sex and age,Male,25+,Adults,2022,14.239,2275.0
Lesotho,Unemployment rate by sex and age,Male,Under 15,Children,2022,14.931,2275.0
Liberia,Unemployment rate by sex and age,Female,15-24,Youth,2022,2.188,3974.0
Liberia,Unemployment rate by sex and age,Female,25+,Adults,2022,2.362,3974.0
Liberia,Unemployment rate by sex and age,Female,Under 15,Children,2022,2.318,3974.0
Liberia,Unemployment rate by sex and age,Male,15-24,Youth,2022,2.379,3974.0
Liberia,Unemployment rate by sex and age,Male,25+,Adults,2022,4.101,3974.0
Liberia,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.671,3974.0
Libya,Unemployment rate by sex and age,Female,15-24,Youth,2022,69.032,43281.0
Libya,Unemployment rate by sex and age,Female,25+,Adults,2022,21.725,43281.0
Libya,Unemployment rate by sex and age,Female,Under 15,Children,2022,25.364,43281.0
Libya,Unemployment rate by sex and age,Male,15-24,Youth,2022,41.97,43281.0
Libya,Unemployment rate by sex and age,Male,25+,Adults,2022,13.24,43281.0
Libya,Unemployment rate by sex and age,Male,Under 15,Children,2022,15.932,43281.0
Lithuania,Unemployment rate by sex and age,Female,15-24,Youth,2022,10.389,71082.0
Lithuania,Unemployment rate by sex and age,Female,25+,Adults,2022,5.149,71082.0
Lithuania,Unemployment rate by sex and age,Female,Under 15,Children,2022,5.483,71082.0
Lithuania,Unemployment rate by sex and age,Male,15-24,Youth,2022,13.353,71082.0
Lithuania,Unemployment rate by sex and age,Male,25+,Adults,2022,5.926,71082.0
Lithuania,Unemployment rate by sex and age,Male,Under 15,Children,2022,6.432,71082.0
Luxembourg,Unemployment rate by sex and age,Female,15-24,Youth,2022,18.508,80865.0
Luxembourg,Unemployment rate by sex and age,Female,25+,Adults,2022,3.566,80865.0
Luxembourg,Unemployment rate by sex and age,Female,Under 15,Children,2022,4.729,80865.0
Luxembourg,Unemployment rate by sex and age,Male,15-24,Youth,2022,16.708,80865.0
Luxembourg,Unemployment rate by sex and age,Male,25+,Adults,2022,3.584,80865.0
Luxembourg,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.449,80865.0
Macau,Unemployment rate by sex and age,Female,15-24,Youth,2022,5.51,24998.0
Macau,Unemployment rate by sex and age,Female,25+,Adults,2022,1.856,24998.0
Macau,Unemployment rate by sex and age,Female,Under 15,Children,2022,2.127,24998.0
Macau,Unemployment rate by sex and age,Male,15-24,Youth,2022,9.44,24998.0
Macau,Unemployment rate by sex and age,Male,25+,Adults,2022,2.29,24998.0
Macau,Unemployment rate by sex and age,Male,Under 15,Children,2022,2.705,24998.0
Madagascar,Unemployment rate by sex and age,Female,15-24,Youth,2022,3.139,15326.0
Madagascar,Unemployment rate by sex and age,Female,25+,Adults,2022,1.446,15326.0
Madagascar,Unemployment rate by sex and age,Female,Under 15,Children,2022,1.916,15326.0
Madagascar,Unemployment rate by sex and age,Male,15-24,Youth,2022,4.043,15326.0
Madagascar,Unemployment rate by sex and age,Male,25+,Adults,2022,1.054,15326.0
Madagascar,Unemployment rate by sex and age,Male,Under 15,Children,2022,1.883,15326.0
Malawi,Unemployment rate by sex and age,Female,15-24,Youth,2022,7.277,12531.0
Malawi,Unemployment rate by sex and age,Female,25+,Adults,2022,5.526,12531.0
Malawi,Unemployment rate by sex and age,Female,Under 15,Children,2022,6.059,12531.0
Malawi,Unemployment rate by sex and age,Male,15-24,Youth,2022,6.435,12531.0
Malawi,Unemployment rate by sex and age,Male,25+,Adults,2022,3.184,12531.0
Malawi,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.226,12531.0
Malaysia,Unemployment rate by sex and age,Female,15-24,Youth,2022,10.967,407605.0
Malaysia,Unemployment rate by sex and age,Female,25+,Adults,2022,2.58,407605.0
Malaysia,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.837,407605.0
Malaysia,Unemployment rate by sex and age,Male,15-24,Youth,2022,9.986,407605.0
Malaysia,Unemployment rate by sex and age,Male,25+,Adults,2022,2.456,407605.0
Malaysia,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.496,407605.0
Maldives,Unemployment rate by sex and age,Female,15-24,Youth,2022,9.289,6168.0
Maldives,Unemployment rate by sex and age,Female,25+,Adults,2022,2.654,6168.0
Maldives,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.782,6168.0
Maldives,Unemployment rate by sex and age,Male,15-24,Youth,2022,18.721,6168.0
Maldives,Unemployment rate by sex and age,Male,25+,Adults,2022,2.994,6168.0
Maldives,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.608,6168.0
Mali,Unemployment rate by sex and age,Female,15-24,Youth,2022,4.268,19319.0
Mali,Unemployment rate by sex and age,Female,25+,Adults,2022,2.437,19319.0
Mali,Unemployment rate by sex and age,Female,Under 15,Children,2022,2.991,19319.0
Mali,Unemployment rate by sex and age,Male,15-24,Youth,2022,4.153,19319.0
Mali,Unemployment rate by sex and age,Male,25+,Adults,2022,2.885,19319.0
Mali,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.232,19319.0
Malta,Unemployment rate by sex and age,Female,15-24,Youth,2022,5.632,19254.0
Malta,Unemployment rate by sex and age,Female,25+,Adults,2022,2.3,19254.0
Malta,Unemployment rate by sex and age,Female,Under 15,Children,2022,2.635,19254.0
Malta,Unemployment rate by sex and age,Male,15-24,Youth,2022,10.928,19254.0
Malta,Unemployment rate by sex and age,Male,25+,Adults,2022,2.458,19254.0
Malta,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.124,19254.0
Mauritania,Unemployment rate by sex and age,Female,15-24,Youth,2022,31.464,9564.0
Mauritania,Unemployment rate by sex and age,Female,25+,Adults,2022,12.579,9564.0
Mauritania,Unemployment rate by sex and age,Female,Under 15,Children,2022,15.631,9564.0
Mauritania,Unemployment rate by sex and age,Male,15-24,Youth,2022,20.796,9564.0
Mauritania,Unemployment rate by sex and age,Male,25+,Adults,2022,5.892,9564.0
Mauritania,Unemployment rate by sex and age,Male,Under 15,Children,2022,8.372,9564.0
Mauritius,Unemployment rate by sex and age,Female,15-24,Youth,2022,24.192,12908.0
Mauritius,Unemployment rate by sex and age,Female,25+,Adults,2022,6.63,12908.0
Mauritius,Unemployment rate by sex and age,Female,Under 15,Children,2022,8.502,12908.0
Mauritius,Unemployment rate by sex and age,Male,15-24,Youth,2022,20.052,12908.0
Mauritius,Unemployment rate by sex and age,Male,25+,Adults,2022,3.296,12908.0
Mauritius,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.922,12908.0
Mexico,Unemployment rate by sex and age,Female,15-24,Youth,2022,7.36,1466465.0
Mexico,Unemployment rate by sex and age,Female,25+,Adults,2022,2.592,1466465.0
Mexico,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.315,1466465.0
Mexico,Unemployment rate by sex and age,Male,15-24,Youth,2022,6.042,1466465.0
Mexico,Unemployment rate by sex and age,Male,25+,Adults,2022,2.653,1466465.0
Mexico,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.225,1466465.0
Moldova,Unemployment rate by sex and age,Female,15-24,Youth,2022,3.155,14493.0
Moldova,Unemployment rate by sex and age,Female,25+,Adults,2022,0.505,14493.0
Moldova,Unemployment rate by sex and age,Female,Under 15,Children,2022,0.691,14493.0
Moldova,Unemployment rate by sex and age,Male,15-24,Youth,2022,2.527,14493.0
Moldova,Unemployment rate by sex and age,Male,25+,Adults,2022,1.022,14493.0
Moldova,Unemployment rate by sex and age,Male,Under 15,Children,2022,1.151,14493.0
Mongolia,Unemployment rate by sex and age,Female,15-24,Youth,2022,13.161,17146.0
Mongolia,Unemployment rate by sex and age,Female,25+,Adults,2022,4.536,17146.0
Mongolia,Unemployment rate by sex and age,Female,Under 15,Children,2022,5.329,17146.0
Mongolia,Unemployment rate by sex and age,Male,15-24,Youth,2022,10.379,17146.0
Mongolia,Unemployment rate by sex and age,Male,25+,Adults,2022,6.519,17146.0
Mongolia,Unemployment rate by sex and age,Male,Under 15,Children,2022,6.933,17146.0
Montenegro,Unemployment rate by sex and age,Female,15-24,Youth,2022,26.408,6243.0
Montenegro,Unemployment rate by sex and age,Female,25+,Adults,2022,13.801,6243.0
Montenegro,Unemployment rate by sex and age,Female,Under 15,Children,2022,14.711,6243.0
Montenegro,Unemployment rate by sex and age,Male,15-24,Youth,2022,29.186,6243.0
Montenegro,Unemployment rate by sex and age,Male,25+,Adults,2022,14.39,6243.0
Montenegro,Unemployment rate by sex and age,Male,Under 15,Children,2022,15.702,6243.0
Morocco,Unemployment rate by sex and age,Female,15-24,Youth,2022,24.056,130952.0
Morocco,Unemployment rate by sex and age,Female,25+,Adults,2022,9.546,130952.0
Morocco,Unemployment rate by sex and age,Female,Under 15,Children,2022,11.516,130952.0
Morocco,Unemployment rate by sex and age,Male,15-24,Youth,2022,23.781,130952.0
Morocco,Unemployment rate by sex and age,Male,25+,Adults,2022,7.456,130952.0
Morocco,Unemployment rate by sex and age,Male,Under 15,Children,2022,9.558,130952.0
Mozambique,Unemployment rate by sex and age,Female,15-24,Youth,2022,7.671,18884.0
Mozambique,Unemployment rate by sex and age,Female,25+,Adults,2022,2.709,18884.0
Mozambique,Unemployment rate by sex and age,Female,Under 15,Children,2022,4.062,18884.0
Mozambique,Unemployment rate by sex and age,Male,15-24,Youth,2022,8.318,18884.0
Mozambique,Unemployment rate by sex and age,Male,25+,Adults,2022,1.667,18884.0
Mozambique,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.502,18884.0
Myanmar,Unemployment rate by sex and age,Female,15-24,Youth,2022,9.162,61723.0
Myanmar,Unemployment rate by sex and age,Female,25+,Adults,2022,2.151,61723.0
Myanmar,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.559,61723.0
Myanmar,Unemployment rate by sex and age,Male,15-24,Youth,2022,10.649,61723.0
Myanmar,Unemployment rate by sex and age,Male,25+,Adults,2022,0.978,61723.0
Myanmar,Unemployment rate by sex and age,Male,Under 15,Children,2022,2.589,61723.0
Namibia,Unemployment rate by sex and age,Female,15-24,Youth,2022,39.686,12564.0
Namibia,Unemployment rate by sex and age,Female,25+,Adults,2022,15.687,12564.0
Namibia,Unemployment rate by sex and age,Female,Under 15,Children,2022,18.72,12564.0
Namibia,Unemployment rate by sex and age,Male,15-24,Youth,2022,38.359,12564.0
Namibia,Unemployment rate by sex and age,Male,25+,Adults,2022,18.314,12564.0
Namibia,Unemployment rate by sex and age,Male,Under 15,Children,2022,21.218,12564.0
Nepal,Unemployment rate by sex and age,Female,15-24,Youth,2022,23.419,41183.0
Nepal,Unemployment rate by sex and age,Female,25+,Adults,2022,9.645,41183.0
Nepal,Unemployment rate by sex and age,Female,Under 15,Children,2022,12.492,41183.0
Nepal,Unemployment rate by sex and age,Male,15-24,Youth,2022,18.915,41183.0
Nepal,Unemployment rate by sex and age,Male,25+,Adults,2022,7.402,41183.0
Nepal,Unemployment rate by sex and age,Male,Under 15,Children,2022,9.979,41183.0
Netherlands,Unemployment rate by sex and age,Female,15-24,Youth,2022,8.199,1047364.0
Netherlands,Unemployment rate by sex and age,Female,25+,Adults,2022,2.964,1047364.0
Netherlands,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.804,1047364.0
Netherlands,Unemployment rate by sex and age,Male,15-24,Youth,2022,7.609,1047364.0
Netherlands,Unemployment rate by sex and age,Male,25+,Adults,2022,2.534,1047364.0
Netherlands,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.265,1047364.0
New Zealand,Unemployment rate by sex and age,Female,15-24,Youth,2022,9.057,245203.0
New Zealand,Unemployment rate by sex and age,Female,25+,Adults,2022,2.543,245203.0
New Zealand,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.536,245203.0
New Zealand,Unemployment rate by sex and age,Male,15-24,Youth,2022,9.586,245203.0
New Zealand,Unemployment rate by sex and age,Male,25+,Adults,2022,1.975,245203.0
New Zealand,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.085,245203.0
Nicaragua,Unemployment rate by sex and age,Female,15-24,Youth,2022,12.82,15634.0
Nicaragua,Unemployment rate by sex and age,Female,25+,Adults,2022,3.72,15634.0
Nicaragua,Unemployment rate by sex and age,Female,Under 15,Children,2022,5.09,15634.0
Nicaragua,Unemployment rate by sex and age,Male,15-24,Youth,2022,8.456,15634.0
Nicaragua,Unemployment rate by sex and age,Male,25+,Adults,2022,3.819,15634.0
Nicaragua,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.927,15634.0
Niger,Unemployment rate by sex and age,Female,15-24,Youth,2022,0.417,15458.0
Niger,Unemployment rate by sex and age,Female,25+,Adults,2022,0.483,15458.0
Niger,Unemployment rate by sex and age,Female,Under 15,Children,2022,0.463,15458.0
Niger,Unemployment rate by sex and age,Male,15-24,Youth,2022,0.891,15458.0
Niger,Unemployment rate by sex and age,Male,25+,Adults,2022,0.536,15458.0
Niger,Unemployment rate by sex and age,Male,Under 15,Children,2022,0.648,15458.0
Nigeria,Unemployment rate by sex and age,Female,15-24,Youth,2022,7.915,476468.0
Nigeria,Unemployment rate by sex and age,Female,25+,Adults,2022,5.099,476468.0
Nigeria,Unemployment rate by sex and age,Female,Under 15,Children,2022,5.52,476468.0
Nigeria,Unemployment rate by sex and age,Male,15-24,Youth,2022,5.893,476468.0
Nigeria,Unemployment rate by sex and age,Male,25+,Adults,2022,1.975,476468.0
Nigeria,Unemployment rate by sex and age,Male,Under 15,Children,2022,2.516,476468.0
North Macedonia,Unemployment rate by sex and age,Female,15-24,Youth,2022,38.021,13957.0
North Macedonia,Unemployment rate by sex and age,Female,25+,Adults,2022,10.693,13957.0
North Macedonia,Unemployment rate by sex and age,Female,Under 15,Children,2022,12.524,13957.0
North Macedonia,Unemployment rate by sex and age,Male,15-24,Youth,2022,29.476,13957.0
North Macedonia,Unemployment rate by sex and age,Male,25+,Adults,2022,14.439,13957.0
North Macedonia,Unemployment rate by sex and age,Male,Under 15,Children,2022,15.712,13957.0
Norway,Unemployment rate by sex and age,Female,15-24,Youth,2022,8.771,596298.0
Norway,Unemployment rate by sex and age,Female,25+,Adults,2022,2.073,596298.0
Norway,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.071,596298.0
Norway,Unemployment rate by sex and age,Male,15-24,Youth,2022,11.122,596298.0
Norway,Unemployment rate by sex and age,Male,25+,Adults,2022,2.157,596298.0
Norway,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.371,596298.0
Palestine,Unemployment rate by sex and age,Female,15-24,Youth,2022,56.709,19166.0
Palestine,Unemployment rate by sex and age,Female,25+,Adults,2022,36.385,19166.0
Palestine,Unemployment rate by sex and age,Female,Under 15,Children,2022,40.045,19166.0
Palestine,Unemployment rate by sex and age,Male,15-24,Youth,2022,31.563,19166.0
Palestine,Unemployment rate by sex and age,Male,25+,Adults,2022,16.772,19166.0
Palestine,Unemployment rate by sex and age,Male,Under 15,Children,2022,20.186,19166.0
Oman,Unemployment rate by sex and age,Female,15-24,Youth,2022,13.583,109853.0
Oman,Unemployment rate by sex and age,Female,25+,Adults,2022,4.228,109853.0
Oman,Unemployment rate by sex and age,Female,Under 15,Children,2022,5.076,109853.0
Oman,Unemployment rate by sex and age,Male,15-24,Youth,2022,5.846,109853.0
Oman,Unemployment rate by sex and age,Male,25+,Adults,2022,0.345,109853.0
Oman,Unemployment rate by sex and age,Male,Under 15,Children,2022,0.838,109853.0
Pakistan,Unemployment rate by sex and age,Female,15-24,Youth,2022,10.91,374850.0
Pakistan,Unemployment rate by sex and age,Female,25+,Adults,2022,6.327,374850.0
Pakistan,Unemployment rate by sex and age,Female,Under 15,Children,2022,7.611,374850.0
Pakistan,Unemployment rate by sex and age,Male,15-24,Youth,2022,9.287,374850.0
Pakistan,Unemployment rate by sex and age,Male,25+,Adults,2022,3.515,374850.0
Pakistan,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.989,374850.0
Panama,Unemployment rate by sex and age,Female,15-24,Youth,2022,23.31,76523.0
Panama,Unemployment rate by sex and age,Female,25+,Adults,2022,7.61,76523.0
Panama,Unemployment rate by sex and age,Female,Under 15,Children,2022,9.864,76523.0
Panama,Unemployment rate by sex and age,Male,15-24,Youth,2022,16.88,76523.0
Panama,Unemployment rate by sex and age,Male,25+,Adults,2022,5.13,76523.0
Panama,Unemployment rate by sex and age,Male,Under 15,Children,2022,7.109,76523.0
Papua New Guinea,Unemployment rate by sex and age,Female,15-24,Youth,2022,3.669,31653.0
Papua New Guinea,Unemployment rate by sex and age,Female,25+,Adults,2022,0.933,31653.0
Papua New Guinea,Unemployment rate by sex and age,Female,Under 15,Children,2022,1.524,31653.0
Papua New Guinea,Unemployment rate by sex and age,Male,15-24,Youth,2022,6.148,31653.0
Papua New Guinea,Unemployment rate by sex and age,Male,25+,Adults,2022,3.351,31653.0
Papua New Guinea,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.924,31653.0
Paraguay,Unemployment rate by sex and age,Female,15-24,Youth,2022,17.767,41953.0
Paraguay,Unemployment rate by sex and age,Female,25+,Adults,2022,6.044,41953.0
Paraguay,Unemployment rate by sex and age,Female,Under 15,Children,2022,8.249,41953.0
Paraguay,Unemployment rate by sex and age,Male,15-24,Youth,2022,12.343,41953.0
Paraguay,Unemployment rate by sex and age,Male,25+,Adults,2022,3.952,41953.0
Paraguay,Unemployment rate by sex and age,Male,Under 15,Children,2022,5.666,41953.0
Peru,Unemployment rate by sex and age,Female,15-24,Youth,2022,8.433,244419.0
Peru,Unemployment rate by sex and age,Female,25+,Adults,2022,3.671,244419.0
Peru,Unemployment rate by sex and age,Female,Under 15,Children,2022,4.495,244419.0
Peru,Unemployment rate by sex and age,Male,15-24,Youth,2022,7.711,244419.0
Peru,Unemployment rate by sex and age,Male,25+,Adults,2022,2.339,244419.0
Peru,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.289,244419.0
Philippines,Unemployment rate by sex and age,Female,15-24,Youth,2022,8.792,404353.0
Philippines,Unemployment rate by sex and age,Female,25+,Adults,2022,1.663,404353.0
Philippines,Unemployment rate by sex and age,Female,Under 15,Children,2022,2.685,404353.0
Philippines,Unemployment rate by sex and age,Male,15-24,Youth,2022,6.234,404353.0
Philippines,Unemployment rate by sex and age,Male,25+,Adults,2022,1.452,404353.0
Philippines,Unemployment rate by sex and age,Male,Under 15,Children,2022,2.179,404353.0
Poland,Unemployment rate by sex and age,Female,15-24,Youth,2022,11.169,695734.0
Poland,Unemployment rate by sex and age,Female,25+,Adults,2022,2.406,695734.0
Poland,Unemployment rate by sex and age,Female,Under 15,Children,2022,2.939,695734.0
Poland,Unemployment rate by sex and age,Male,15-24,Youth,2022,10.281,695734.0
Poland,Unemployment rate by sex and age,Male,25+,Adults,2022,2.279,695734.0
Poland,Unemployment rate by sex and age,Male,Under 15,Children,2022,2.849,695734.0
Portugal,Unemployment rate by sex and age,Female,15-24,Youth,2022,20.419,257101.0
Portugal,Unemployment rate by sex and age,Female,25+,Adults,2022,5.591,257101.0
Portugal,Unemployment rate by sex and age,Female,Under 15,Children,2022,6.482,257101.0
Portugal,Unemployment rate by sex and age,Male,15-24,Youth,2022,17.801,257101.0
Portugal,Unemployment rate by sex and age,Male,25+,Adults,2022,4.612,257101.0
Portugal,Unemployment rate by sex and age,Male,Under 15,Children,2022,5.541,257101.0
Puerto Rico,Unemployment rate by sex and age,Female,15-24,Youth,2022,10.601,113567.0
Puerto Rico,Unemployment rate by sex and age,Female,25+,Adults,2022,4.497,113567.0
Puerto Rico,Unemployment rate by sex and age,Female,Under 15,Children,2022,4.821,113567.0
Puerto Rico,Unemployment rate by sex and age,Male,15-24,Youth,2022,15.011,113567.0
Puerto Rico,Unemployment rate by sex and age,Male,25+,Adults,2022,5.998,113567.0
Puerto Rico,Unemployment rate by sex and age,Male,Under 15,Children,2022,6.82,113567.0
Qatar,Unemployment rate by sex and age,Female,15-24,Youth,2022,1.548,235709.0
Qatar,Unemployment rate by sex and age,Female,25+,Adults,2022,0.273,235709.0
Qatar,Unemployment rate by sex and age,Female,Under 15,Children,2022,0.388,235709.0
Qatar,Unemployment rate by sex and age,Male,15-24,Youth,2022,0.274,235709.0
Qatar,Unemployment rate by sex and age,Male,25+,Adults,2022,0.067,235709.0
Qatar,Unemployment rate by sex and age,Male,Under 15,Children,2022,0.078,235709.0
Romania,Unemployment rate by sex and age,Female,15-24,Youth,2022,24.637,296928.0
Romania,Unemployment rate by sex and age,Female,25+,Adults,2022,3.877,296928.0
Romania,Unemployment rate by sex and age,Female,Under 15,Children,2022,5.048,296928.0
Romania,Unemployment rate by sex and age,Male,15-24,Youth,2022,21.394,296928.0
Romania,Unemployment rate by sex and age,Male,25+,Adults,2022,4.83,296928.0
Romania,Unemployment rate by sex and age,Male,Under 15,Children,2022,6.028,296928.0
Russia,Unemployment rate by sex and age,Female,15-24,Youth,2022,15.448,2295527.0
Russia,Unemployment rate by sex and age,Female,25+,Adults,2022,3.333,2295527.0
Russia,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.961,2295527.0
Russia,Unemployment rate by sex and age,Male,15-24,Youth,2022,13.531,2295527.0
Russia,Unemployment rate by sex and age,Male,25+,Adults,2022,3.124,2295527.0
Russia,Unemployment rate by sex and age,Male,Under 15,Children,2022,3.777,2295527.0
Rwanda,Unemployment rate by sex and age,Female,15-24,Youth,2022,23.462,13313.0
Rwanda,Unemployment rate by sex and age,Female,25+,Adults,2022,14.678,13313.0
Rwanda,Unemployment rate by sex and age,Female,Under 15,Children,2022,16.61,13313.0
Rwanda,Unemployment rate by sex and age,Male,15-24,Youth,2022,21.02,13313.0
Rwanda,Unemployment rate by sex and age,Male,25+,Adults,2022,11.633,13313.0
Rwanda,Unemployment rate by sex and age,Male,Under 15,Children,2022,13.707,13313.0
Saint Lucia,Unemployment rate by sex and age,Female,15-24,Youth,2022,25.956,2343.0
Saint Lucia,Unemployment rate by sex and age,Female,25+,Adults,2022,16.04,2343.0
Saint Lucia,Unemployment rate by sex and age,Female,Under 15,Children,2022,17.634,2343.0
Saint Lucia,Unemployment rate by sex and age,Male,15-24,Youth,2022,35.123,2343.0
Saint Lucia,Unemployment rate by sex and age,Male,25+,Adults,2022,10.39,2343.0
Saint Lucia,Unemployment rate by sex and age,Male,Under 15,Children,2022,14.175,2343.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,15-24,Youth,2022,43.309,970.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,25+,Adults,2022,13.555,970.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,Under 15,Children,2022,17.369,970.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,15-24,Youth,2022,44.082,970.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,25+,Adults,2022,16.384,970.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,Under 15,Children,2022,21.083,970.0
Samoa,Unemployment rate by sex and age,Female,15-24,Youth,2022,30.651,833.0
Samoa,Unemployment rate by sex and age,Female,25+,Adults,2022,10.794,833.0
Samoa,Unemployment rate by sex and age,Female,Under 15,Children,2022,15.481,833.0
Samoa,Unemployment rate by sex and age,Male,15-24,Youth,2022,13.752,833.0
Samoa,Unemployment rate by sex and age,Male,25+,Adults,2022,4.732,833.0
Samoa,Unemployment rate by sex and age,Male,Under 15,Children,2022,6.742,833.0
São Tomé and Príncipe,Unemployment rate by sex and age,Female,15-24,Youth,2022,34.18,546.0
São Tomé and Príncipe,Unemployment rate by sex and age,Female,25+,Adults,2022,19.458,546.0
São Tomé and Príncipe,Unemployment rate by sex and age,Female,Under 15,Children,2022,22.277,546.0
São Tomé and Príncipe,Unemployment rate by sex and age,Male,15-24,Youth,2022,15.379,546.0
São Tomé and Príncipe,Unemployment rate by sex and age,Male,25+,Adults,2022,8.55,546.0
São Tomé and Príncipe,Unemployment rate by sex and age,Male,Under 15,Children,2022,10.057,546.0
Saudi Arabia,Unemployment rate by sex and age,Female,15-24,Youth,2022,26.035,1108571.0
Saudi Arabia,Unemployment rate by sex and age,Female,25+,Adults,2022,14.278,1108571.0
Saudi Arabia,Unemployment rate by sex and age,Female,Under 15,Children,2022,15.65,1108571.0
Saudi Arabia,Unemployment rate by sex and age,Male,15-24,Youth,2022,11.662,1108571.0
Saudi Arabia,Unemployment rate by sex and age,Male,25+,Adults,2022,1.932,1108571.0
Saudi Arabia,Unemployment rate by sex and age,Male,Under 15,Children,2022,2.69,1108571.0
Senegal,Unemployment rate by sex and age,Female,15-24,Youth,2022,6.918,27750.0
Senegal,Unemployment rate by sex and age,Female,25+,Adults,2022,2.486,27750.0
Senegal,Unemployment rate by sex and age,Female,Under 15,Children,2022,3.208,27750.0
Senegal,Unemployment rate by sex and age,Male,15-24,Youth,2022,2.955,27750.0
Senegal,Unemployment rate by sex and age,Male,25+,Adults,2022,2.869,27750.0
Senegal,Unemployment rate by sex and age,Male,Under 15,Children,2022,2.888,27750.0
Serbia,Unemployment rate by sex and age,Female,15-24,Youth,2022,26.012,66798.0
Serbia,Unemployment rate by sex and age,Female,25+,Adults,2022,7.996,66798.0
Serbia,Unemployment rate by sex and age,Female,Under 15,Children,2022,8.975,66798.0
Serbia,Unemployment rate by sex and age,Male,15-24,Youth,2022,23.162,66798.0
Serbia,Unemployment rate by sex and age,Male,25+,Adults,2022,7.268,66798.0
Serbia,Unemployment rate by sex and age,Male,Under 15,Children,2022,8.439,66798.0
Sierra Leone,Unemployment rate by sex and age,Female,15-24,Youth,2022,2.561,7119.0
Sierra Leone,Unemployment rate by sex and age,Female,25+,Adults,2022,2.086,7119.0
Sierra Leone,Unemployment rate by sex and age,Female,Under 15,Children,2022,2.187,7119.0
Sierra Leone,Unemployment rate by sex and age,Male,15-24,Youth,2022,4.807,7119.0
Sierra Leone,Unemployment rate by sex and age,Male,25+,Adults,2022,4.146,7119.0
Sierra Leone,Unemployment rate by sex and age,Male,Under 15,Children,2022,4.264,7119.0
Singapore,Unemployment rate by sex and age,Female,15-24,Youth,2022,10.698,509018.0
Singapore,Unemployment rate by sex and age,Female,25+,Adults,2022,3.376,509018.0
