country_std,indicator_name,sex,age_group,age_categories,Year,Unemployment,GDP
Lebanon,Unemployment rate by sex and age,Female,25+,Adults,2021,13.87,19782.0
Lebanon,Unemployment rate by sex and age,Female,Under 15,Children,2021,15.766,19782.0
Lebanon,Unemployment rate by sex and age,Male,15-24,Youth,2021,26.535,19782.0
Lebanon,Unemployment rate by sex and age,Male,25+,Adults,2021,8.215,19782.0
Lebanon,Unemployment rate by sex and age,Male,Under 15,Children,2021,11.375,19782.0
Lesotho,Unemployment rate by sex and age,Female,15-24,Youth,2021,37.954,2445.0
Lesotho,Unemployment rate by sex and age,Female,25+,Adults,2021,16.833,2445.0
Lesotho,Unemployment rate by sex and age,Female,Under 15,Children,2021,20.665,2445.0
Lesotho,Unemployment rate by sex and age,Male,15-24,Youth,2021,19.362,2445.0
Lesotho,Unemployment rate by sex and age,Male,25+,Adults,2021,15.896,2445.0
Lesotho,Unemployment rate by sex and age,Male,Under 15,Children,2021,16.602,2445.0
Liberia,Unemployment rate by sex and age,Female,15-24,Youth,2021,2.674,3509.0
Liberia,Unemployment rate by sex and age,Female,25+,Adults,2021,3.081,3509.0
Liberia,Unemployment rate by sex and age,Female,Under 15,Children,2021,2.983,3509.0
Liberia,Unemployment rate by sex and age,Male,15-24,Youth,2021,2.966,3509.0
Liberia,Unemployment rate by sex and age,Male,25+,Adults,2021,5.481,3509.0
Liberia,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.863,3509.0
Libya,Unemployment rate by sex and age,Female,15-24,Youth,2021,70.865,35216.0
Libya,Unemployment rate by sex and age,Female,25+,Adults,2021,21.917,35216.0
Libya,Unemployment rate by sex and age,Female,Under 15,Children,2021,25.548,35216.0
Libya,Unemployment rate by sex and age,Male,15-24,Youth,2021,42.889,35216.0
Libya,Unemployment rate by sex and age,Male,25+,Adults,2021,13.762,35216.0
Libya,Unemployment rate by sex and age,Male,Under 15,Children,2021,16.438,35216.0
Lithuania,Unemployment rate by sex and age,Female,15-24,Youth,2021,14.709,67068.0
Lithuania,Unemployment rate by sex and age,Female,25+,Adults,2021,6.07,67068.0
Lithuania,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.607,67068.0
Lithuania,Unemployment rate by sex and age,Male,15-24,Youth,2021,13.97,67068.0
Lithuania,Unemployment rate by sex and age,Male,25+,Adults,2021,7.107,67068.0
Lithuania,Unemployment rate by sex and age,Male,Under 15,Children,2021,7.606,67068.0
Luxembourg,Unemployment rate by sex and age,Female,15-24,Youth,2021,16.129,86444.0
Luxembourg,Unemployment rate by sex and age,Female,25+,Adults,2021,4.741,86444.0
Luxembourg,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.623,86444.0
Luxembourg,Unemployment rate by sex and age,Male,15-24,Youth,2021,17.749,86444.0
Luxembourg,Unemployment rate by sex and age,Male,25+,Adults,2021,3.876,86444.0
Luxembourg,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.922,86444.0
Macau,Unemployment rate by sex and age,Female,15-24,Youth,2021,5.303,30969.0
Macau,Unemployment rate by sex and age,Female,25+,Adults,2021,1.598,30969.0
Macau,Unemployment rate by sex and age,Female,Under 15,Children,2021,1.881,30969.0
Macau,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.421,30969.0
Macau,Unemployment rate by sex and age,Male,25+,Adults,2021,2.209,30969.0
Macau,Unemployment rate by sex and age,Male,Under 15,Children,2021,2.603,30969.0
Madagascar,Unemployment rate by sex and age,Female,15-24,Youth,2021,3.568,14355.0
Madagascar,Unemployment rate by sex and age,Female,25+,Adults,2021,1.677,14355.0
Madagascar,Unemployment rate by sex and age,Female,Under 15,Children,2021,2.207,14355.0
Madagascar,Unemployment rate by sex and age,Male,15-24,Youth,2021,4.608,14355.0
Madagascar,Unemployment rate by sex and age,Male,25+,Adults,2021,1.371,14355.0
Madagascar,Unemployment rate by sex and age,Male,Under 15,Children,2021,2.284,14355.0
Malawi,Unemployment rate by sex and age,Female,15-24,Youth,2021,8.056,12475.0
Malawi,Unemployment rate by sex and age,Female,25+,Adults,2021,6.115,12475.0
Malawi,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.702,12475.0
Malawi,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.122,12475.0
Malawi,Unemployment rate by sex and age,Male,25+,Adults,2021,3.802,12475.0
Malawi,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.863,12475.0
Malaysia,Unemployment rate by sex and age,Female,15-24,Youth,2021,13.568,373785.0
Malaysia,Unemployment rate by sex and age,Female,25+,Adults,2021,2.671,373785.0
Malaysia,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.226,373785.0
Malaysia,Unemployment rate by sex and age,Male,15-24,Youth,2021,11.339,373785.0
Malaysia,Unemployment rate by sex and age,Male,25+,Adults,2021,2.812,373785.0
Malaysia,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.991,373785.0
Maldives,Unemployment rate by sex and age,Female,15-24,Youth,2021,9.738,5242.0
Maldives,Unemployment rate by sex and age,Female,25+,Adults,2021,2.885,5242.0
Maldives,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.176,5242.0
Maldives,Unemployment rate by sex and age,Male,15-24,Youth,2021,19.353,5242.0
Maldives,Unemployment rate by sex and age,Male,25+,Adults,2021,3.609,5242.0
Maldives,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.461,5242.0
Mali,Unemployment rate by sex and age,Female,15-24,Youth,2021,3.975,19320.0
Mali,Unemployment rate by sex and age,Female,25+,Adults,2021,1.743,19320.0
Mali,Unemployment rate by sex and age,Female,Under 15,Children,2021,2.418,19320.0
Mali,Unemployment rate by sex and age,Male,15-24,Youth,2021,3.755,19320.0
Mali,Unemployment rate by sex and age,Male,25+,Adults,2021,1.957,19320.0
Mali,Unemployment rate by sex and age,Male,Under 15,Children,2021,2.453,19320.0
Malta,Unemployment rate by sex and age,Female,15-24,Youth,2021,6.479,19737.0
Malta,Unemployment rate by sex and age,Female,25+,Adults,2021,2.708,19737.0
Malta,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.081,19737.0
Malta,Unemployment rate by sex and age,Male,15-24,Youth,2021,13.799,19737.0
Malta,Unemployment rate by sex and age,Male,25+,Adults,2021,2.71,19737.0
Malta,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.602,19737.0
Mauritania,Unemployment rate by sex and age,Female,15-24,Youth,2021,32.637,9126.0
Mauritania,Unemployment rate by sex and age,Female,25+,Adults,2021,12.946,9126.0
Mauritania,Unemployment rate by sex and age,Female,Under 15,Children,2021,16.188,9126.0
Mauritania,Unemployment rate by sex and age,Male,15-24,Youth,2021,21.491,9126.0
Mauritania,Unemployment rate by sex and age,Male,25+,Adults,2021,6.254,9126.0
Mauritania,Unemployment rate by sex and age,Male,Under 15,Children,2021,8.861,9126.0
Mauritius,Unemployment rate by sex and age,Female,15-24,Youth,2021,25.535,11484.0
Mauritius,Unemployment rate by sex and age,Female,25+,Adults,2021,6.418,11484.0
Mauritius,Unemployment rate by sex and age,Female,Under 15,Children,2021,8.655,11484.0
Mauritius,Unemployment rate by sex and age,Male,15-24,Youth,2021,24.261,11484.0
Mauritius,Unemployment rate by sex and age,Male,25+,Adults,2021,5.429,11484.0
Mauritius,Unemployment rate by sex and age,Male,Under 15,Children,2021,7.113,11484.0
Mexico,Unemployment rate by sex and age,Female,15-24,Youth,2021,8.512,1316569.0
Mexico,Unemployment rate by sex and age,Female,25+,Adults,2021,3.315,1316569.0
Mexico,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.139,1316569.0
Mexico,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.497,1316569.0
Mexico,Unemployment rate by sex and age,Male,25+,Adults,2021,3.347,1316569.0
Mexico,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.059,1316569.0
Moldova,Unemployment rate by sex and age,Female,15-24,Youth,2021,1.554,13694.0
Moldova,Unemployment rate by sex and age,Female,25+,Adults,2021,0.425,13694.0
Moldova,Unemployment rate by sex and age,Female,Under 15,Children,2021,0.498,13694.0
Moldova,Unemployment rate by sex and age,Male,15-24,Youth,2021,1.969,13694.0
Moldova,Unemployment rate by sex and age,Male,25+,Adults,2021,1.028,13694.0
Moldova,Unemployment rate by sex and age,Male,Under 15,Children,2021,1.106,13694.0
Mongolia,Unemployment rate by sex and age,Female,15-24,Youth,2021,20.288,15286.0
Mongolia,Unemployment rate by sex and age,Female,25+,Adults,2021,6.177,15286.0
Mongolia,Unemployment rate by sex and age,Female,Under 15,Children,2021,7.313,15286.0
Mongolia,Unemployment rate by sex and age,Male,15-24,Youth,2021,15.755,15286.0
Mongolia,Unemployment rate by sex and age,Male,25+,Adults,2021,7.154,15286.0
Mongolia,Unemployment rate by sex and age,Male,Under 15,Children,2021,8.102,15286.0
Montenegro,Unemployment rate by sex and age,Female,15-24,Youth,2021,33.036,5865.0
Montenegro,Unemployment rate by sex and age,Female,25+,Adults,2021,14.426,5865.0
Montenegro,Unemployment rate by sex and age,Female,Under 15,Children,2021,15.849,5865.0
Montenegro,Unemployment rate by sex and age,Male,15-24,Youth,2021,40.896,5865.0
Montenegro,Unemployment rate by sex and age,Male,25+,Adults,2021,14.64,5865.0
Montenegro,Unemployment rate by sex and age,Male,Under 15,Children,2021,17.119,5865.0
Morocco,Unemployment rate by sex and age,Female,15-24,Youth,2021,26.426,142022.0
Morocco,Unemployment rate by sex and age,Female,25+,Adults,2021,10.379,142022.0
Morocco,Unemployment rate by sex and age,Female,Under 15,Children,2021,12.509,142022.0
Morocco,Unemployment rate by sex and age,Male,15-24,Youth,2021,25.915,142022.0
Morocco,Unemployment rate by sex and age,Male,25+,Adults,2021,8.634,142022.0
Morocco,Unemployment rate by sex and age,Male,Under 15,Children,2021,10.836,142022.0
Mozambique,Unemployment rate by sex and age,Female,15-24,Youth,2021,8.341,16168.0
Mozambique,Unemployment rate by sex and age,Female,25+,Adults,2021,3.021,16168.0
Mozambique,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.489,16168.0
Mozambique,Unemployment rate by sex and age,Male,15-24,Youth,2021,9.007,16168.0
Mozambique,Unemployment rate by sex and age,Male,25+,Adults,2021,2.03,16168.0
Mozambique,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.997,16168.0
Myanmar,Unemployment rate by sex and age,Female,15-24,Youth,2021,10.906,58264.0
Myanmar,Unemployment rate by sex and age,Female,25+,Adults,2021,3.534,58264.0
Myanmar,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.029,58264.0
Myanmar,Unemployment rate by sex and age,Male,15-24,Youth,2021,13.383,58264.0
Myanmar,Unemployment rate by sex and age,Male,25+,Adults,2021,1.991,58264.0
Myanmar,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.922,58264.0
Namibia,Unemployment rate by sex and age,Female,15-24,Youth,2021,41.522,12399.0
Namibia,Unemployment rate by sex and age,Female,25+,Adults,2021,16.42,12399.0
Namibia,Unemployment rate by sex and age,Female,Under 15,Children,2021,19.665,12399.0
Namibia,Unemployment rate by sex and age,Male,15-24,Youth,2021,39.809,12399.0
Namibia,Unemployment rate by sex and age,Male,25+,Adults,2021,19.534,12399.0
Namibia,Unemployment rate by sex and age,Male,Under 15,Children,2021,22.617,12399.0
Nepal,Unemployment rate by sex and age,Female,15-24,Youth,2021,25.602,36927.0
Nepal,Unemployment rate by sex and age,Female,25+,Adults,2021,10.92,36927.0
Nepal,Unemployment rate by sex and age,Female,Under 15,Children,2021,13.972,36927.0
Nepal,Unemployment rate by sex and age,Male,15-24,Youth,2021,21.164,36927.0
Nepal,Unemployment rate by sex and age,Male,25+,Adults,2021,8.935,36927.0
Nepal,Unemployment rate by sex and age,Male,Under 15,Children,2021,11.728,36927.0
Netherlands,Unemployment rate by sex and age,Female,15-24,Youth,2021,9.191,1055173.0
Netherlands,Unemployment rate by sex and age,Female,25+,Adults,2021,3.58,1055173.0
Netherlands,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.5,1055173.0
Netherlands,Unemployment rate by sex and age,Male,15-24,Youth,2021,9.945,1055173.0
Netherlands,Unemployment rate by sex and age,Male,25+,Adults,2021,2.912,1055173.0
Netherlands,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.95,1055173.0
New Zealand,Unemployment rate by sex and age,Female,15-24,Youth,2021,10.126,249775.0
New Zealand,Unemployment rate by sex and age,Female,25+,Adults,2021,2.804,249775.0
New Zealand,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.89,249775.0
New Zealand,Unemployment rate by sex and age,Male,15-24,Youth,2021,10.763,249775.0
New Zealand,Unemployment rate by sex and age,Male,25+,Adults,2021,2.499,249775.0
New Zealand,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.68,249775.0
Nicaragua,Unemployment rate by sex and age,Female,15-24,Youth,2021,14.642,14208.0
Nicaragua,Unemployment rate by sex and age,Female,25+,Adults,2021,4.602,14208.0
Nicaragua,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.181,14208.0
Nicaragua,Unemployment rate by sex and age,Male,15-24,Youth,2021,9.858,14208.0
Nicaragua,Unemployment rate by sex and age,Male,25+,Adults,2021,5.173,14208.0
Nicaragua,Unemployment rate by sex and age,Male,Under 15,Children,2021,6.33,14208.0
Niger,Unemployment rate by sex and age,Female,15-24,Youth,2021,0.806,14923.0
Niger,Unemployment rate by sex and age,Female,25+,Adults,2021,0.873,14923.0
Niger,Unemployment rate by sex and age,Female,Under 15,Children,2021,0.852,14923.0
Niger,Unemployment rate by sex and age,Male,15-24,Youth,2021,0.932,14923.0
Niger,Unemployment rate by sex and age,Male,25+,Adults,2021,0.839,14923.0
Niger,Unemployment rate by sex and age,Male,Under 15,Children,2021,0.869,14923.0
Nigeria,Unemployment rate by sex and age,Female,15-24,Youth,2021,11.147,441074.0
Nigeria,Unemployment rate by sex and age,Female,25+,Adults,2021,5.624,441074.0
Nigeria,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.451,441074.0
Nigeria,Unemployment rate by sex and age,Male,15-24,Youth,2021,8.929,441074.0
Nigeria,Unemployment rate by sex and age,Male,25+,Adults,2021,3.593,441074.0
Nigeria,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.338,441074.0
North Macedonia,Unemployment rate by sex and age,Female,15-24,Youth,2021,41.152,14008.0
North Macedonia,Unemployment rate by sex and age,Female,25+,Adults,2021,12.736,14008.0
North Macedonia,Unemployment rate by sex and age,Female,Under 15,Children,2021,14.713,14008.0
North Macedonia,Unemployment rate by sex and age,Male,15-24,Youth,2021,33.286,14008.0
North Macedonia,Unemployment rate by sex and age,Male,25+,Adults,2021,15.006,14008.0
North Macedonia,Unemployment rate by sex and age,Male,Under 15,Children,2021,16.493,14008.0
Norway,Unemployment rate by sex and age,Female,15-24,Youth,2021,11.786,503368.0
Norway,Unemployment rate by sex and age,Female,25+,Adults,2021,2.863,503368.0
Norway,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.151,503368.0
Norway,Unemployment rate by sex and age,Male,15-24,Youth,2021,13.362,503368.0
Norway,Unemployment rate by sex and age,Male,25+,Adults,2021,3.292,503368.0
Norway,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.561,503368.0
Palestine,Unemployment rate by sex and age,Female,15-24,Youth,2021,64.249,18109.0
Palestine,Unemployment rate by sex and age,Female,25+,Adults,2021,37.921,18109.0
Palestine,Unemployment rate by sex and age,Female,Under 15,Children,2021,42.551,18109.0
Palestine,Unemployment rate by sex and age,Male,15-24,Youth,2021,36.866,18109.0
Palestine,Unemployment rate by sex and age,Male,25+,Adults,2021,17.955,18109.0
Palestine,Unemployment rate by sex and age,Male,Under 15,Children,2021,22.224,18109.0
Oman,Unemployment rate by sex and age,Female,15-24,Youth,2021,15.668,87324.0
Oman,Unemployment rate by sex and age,Female,25+,Adults,2021,4.816,87324.0
Oman,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.839,87324.0
Oman,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.901,87324.0
Oman,Unemployment rate by sex and age,Male,25+,Adults,2021,0.46,87324.0
Oman,Unemployment rate by sex and age,Male,Under 15,Children,2021,1.147,87324.0
Pakistan,Unemployment rate by sex and age,Female,15-24,Youth,2021,14.259,348481.0
Pakistan,Unemployment rate by sex and age,Female,25+,Adults,2021,7.099,348481.0
Pakistan,Unemployment rate by sex and age,Female,Under 15,Children,2021,9.154,348481.0
Pakistan,Unemployment rate by sex and age,Male,15-24,Youth,2021,9.947,348481.0
Pakistan,Unemployment rate by sex and age,Male,25+,Adults,2021,3.921,348481.0
Pakistan,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.486,348481.0
Panama,Unemployment rate by sex and age,Female,15-24,Youth,2021,27.08,67407.0
Panama,Unemployment rate by sex and age,Female,25+,Adults,2021,8.16,67407.0
Panama,Unemployment rate by sex and age,Female,Under 15,Children,2021,10.866,67407.0
Panama,Unemployment rate by sex and age,Male,15-24,Youth,2021,19.8,67407.0
Panama,Unemployment rate by sex and age,Male,25+,Adults,2021,8.16,67407.0
Panama,Unemployment rate by sex and age,Male,Under 15,Children,2021,10.165,67407.0
Papua New Guinea,Unemployment rate by sex and age,Female,15-24,Youth,2021,4.101,26113.0
Papua New Guinea,Unemployment rate by sex and age,Female,25+,Adults,2021,1.099,26113.0
